username;tweet;fecha;anuncio;ubicacion;sentimiento
JNarcy;si yo vivo cerca del mar porque me gusta la tranquilidad y la vida saludable y me cae un ejercito de organismos monocelulares con sus mitocondrias potencialmente infectadas de coronavirus salgo con antorchas y capucha ku klus klan;2020-03-19 23:25:40+00:00;Anuncio_1;Buenos Aires, Argentina;
teuss;5 pasos a seguir para prevenir la expansion del coronavirus covid19;2020-03-19 23:24:04+00:00;Anuncio_1;Buenos Aires, Argentina;
mrsalguero;esto sin duda marca un cambio de epoca nada sera lo mismo ojala esta contingencia nos haga mas humanos y mas solidarios yomequedoencasa coronavirus;2020-03-19 23:23:36+00:00;Anuncio_1;Buenos Aires, Argentina;
ChechuGarau;hoy en cuestiondepeso especial de coronavirus todo el personal se cuida con la distancia se saluda con el codo y un especial del drmhojman dandote la ultima informacion te informamos q comer en momentos de;2020-03-19 23:23:16+00:00;Anuncio_1;Buenos Aires, Argentina;
dianadeglauy;coronavirusargentina confirman 31 nuevos casos de coronavirus en el pais total de contagiados 128 quedateencasa;2020-03-19 23:21:56+00:00;Anuncio_1;Buenos Aires, Argentina;
FLORMASAJES;salgan de fin de semana largo 31casos nuevos de coronavirus total 128;2020-03-19 23:21:28+00:00;Anuncio_1;Buenos Aires, Argentina;
PedroGa08654812;entoncea cerra bien y mas en epoca de corona virus para hablar por hablar ya tuvimos 4 anos;2020-03-19 23:21:18+00:00;Anuncio_1;Buenos Aires, Argentina;
ishaisoriano;31 nuevos casos de coronavirus en argentina 6 de ellos no se sabe como se contagiaron no conocen el vinculo epidemiologico para los q decian q el malbran solo testeaba a casos de gente q viajo o tuvo contacto y pudiera comprobarlo para los tuiteros mentirosos q crean panico at juncal y uruguay;2020-03-19 23:20:04+00:00;Anuncio_1;Buenos Aires, Argentina;
AgustnC57862999;supe que el coronavirusiba en serio cuando vi que el bosquesi paraba;2020-03-19 23:18:53+00:00;Anuncio_1;Buenos Aires, Argentina;
CamiiBeell;estoy con tos y dolor de garganta y mi familia ya empezo a mirarme feo si alguien en esa familia se va agarrar coronavirus seguramente sea yo;2020-03-19 23:18:37+00:00;Anuncio_1;Buenos Aires, Argentina;
OPINIONLATINA;cuarentenaobligatoria en argentina coronavirus quedateentucasa hace 8 dias me decian que lo que pensaba era ciencia ficcion sin embargo pense que alferdez podia hacerlo leelo y hace retweet;2020-03-19 23:18:19+00:00;Anuncio_1;Buenos Aires, Argentina;
peke_rosario;juan grabois es un tarado q lo unico q lo va a frenar es el coronavirus;2020-03-19 23:15:25+00:00;Anuncio_1;Buenos Aires, Argentina;
juangomezm_;balvin acabo con el coronavirus;2020-03-19 23:15:17+00:00;Anuncio_1;Buenos Aires, Argentina;
BolsodeMano;una vueltita por mi barrio en dias de coronavirus ya veremos como sigue esto manana por palermozoo at tiendas naturales;2020-03-19 23:14:20+00:00;Anuncio_1;Buenos Aires, Argentina;
antoninipablo_;pero que tipos forros prision domiciliaria hasta que termine el aislamiento por el coronavirus que le saquen el registro y paguen una multa enorme;2020-03-19 23:11:23+00:00;Anuncio_1;Buenos Aires, Argentina;
gc2601;pobre la gente q reside en esquel tiene q aguantar a los q se cagan en el otro que parte no entendes cuervotinelli de cuarentenatotal quedateencasapelotudo cuarentenaobligatoria coronavirus;2020-03-19 23:10:51+00:00;Anuncio_1;Buenos Aires, Argentina;
peke_rosario;che pelotuda es para gente como vos q no entiende q no debe salir para evitar la propagacion del coronavirus y vos venis con esto cerra el ogt y opina por vos xq hay gente q se crio en los 70 y no la paso mal xq no andaba en toque d queda poniendo bombas o matando inocentes;2020-03-19 23:09:29+00:00;Anuncio_1;Buenos Aires, Argentina;
equipo_rescate;coronavirus en un rato bandera negra y todos a boxes quedateencasa;2020-03-19 23:09:18+00:00;Anuncio_1;Buenos Aires, Argentina;
RescatistaA;coronavirus en un rato bandera negra y todos a boxes quedateencasa;2020-03-19 23:07:57+00:00;Anuncio_1;Buenos Aires, Argentina;
krostyrivas;como te extrano clubcomunicacionesoficial de mi vida clubcomunicaciones entrenando coronavirus cerrado en club comunicaciones;2020-03-19 23:06:07+00:00;Anuncio_1;Buenos Aires, Argentina;
MauriRocca;chupame el choto chino vos trajiste el coronavirus;2020-03-19 23:04:57+00:00;Anuncio_1;Buenos Aires, Argentina;
br1Tw;a los que subestiman el coronavirus y se cagan en los demas habria que infectarlos adrede;2020-03-19 23:04:47+00:00;Anuncio_1;Buenos Aires, Argentina;
mnspezzapria;coronavirus la cumbre se hace en el quincho de olivos;2020-03-19 23:02:56+00:00;Anuncio_1;Buenos Aires, Argentina;Neutral
vickyyiorizzo;mi mama me mando videos de chicos de mi edad y mas chicos con coronavirus y dios me desespero que no puedan respirar no quiero ni asomar la nariz a la calle me agarro un miedo;2020-03-19 23:02:43+00:00;Anuncio_1;Buenos Aires, Argentina;
AvellanedaReal;coronavirus al borde de los 10000 muertos por coronavirus ya son 245244 los casos confirmados y 9989 los muertos por la pandemia del coronavirus;2020-03-19 23:02:34+00:00;Anuncio_1;Buenos Aires, Argentina;Neutral
MarcelaChitiva;perdon pero no puedo dejar de leer esta frase con la voz de dicky del solar ezequielcampa jajajajjaa shockeado al coronavirus lo tacleamos entre todos;2020-03-19 23:02:14+00:00;Anuncio_1;Buenos Aires, Argentina;
giulilavv;no tenias coronavirus;2020-03-19 23:02:06+00:00;Anuncio_1;Buenos Aires, Argentina;
LaGuerrillaFood;en instagram subi 70 recetas a las stories para que tengan ideas y se cocinen lo que necesiten cuarentenatotal coronavirus;2020-03-19 23:01:34+00:00;Anuncio_1;Buenos Aires, Argentina;
fran6886;coincido con feinmann mira las cosas que me haces decir corona virus;2020-03-19 23:01:06+00:00;Anuncio_1;Buenos Aires, Argentina;
tecnochicos;yomequedoencasa quedateencasa cuarentena argentinaaplaude argentina homeoffice homework trabajoencasa coronavirus en ciudad autonoma de buenos aires;2020-03-19 23:01:05+00:00;Anuncio_1;Buenos Aires, Argentina;
CammiPaz_;menos mal que el coronavirus espero que se vaya macri;2020-03-19 22:59:59+00:00;Anuncio_1;Buenos Aires, Argentina;
MauroGonzalezAr;excelentes medias tomadas ante actual situacion que atraviesa nuestro pais y nuestras pymes cuarentenatotal cuarentenaobligatoria coronavirus alviruslofrenamosentretodos pandemiadelcoronavirus;2020-03-19 22:58:24+00:00;Anuncio_1;Buenos Aires, Argentina;
MauriRocca;me mando un audio sobre coronavirus rita de gesell le alquilamos la casa hace dos anos para mi quiere coger;2020-03-19 22:52:15+00:00;Anuncio_1;Buenos Aires, Argentina;
StellaMarisMar1;128 casos de coronavirus hoy hubo 38 casos nuevos;2020-03-19 22:51:29+00:00;Anuncio_1;Buenos Aires, Argentina;
_abrilrocio_;nadie h mi papa la tuve que traer me dijeron que era medicinal para el coronavirus;2020-03-19 22:50:09+00:00;Anuncio_1;Buenos Aires, Argentina;
giulilavv;yo ay q bueno q ya tomi termina la cuarentena y lo voy a poder ver coronavirus no;2020-03-19 22:49:09+00:00;Anuncio_1;Buenos Aires, Argentina;
meliferro;estamos aislados preventivamente sin sintomas por volver de zona de riesgo y migliab y preparo un excel donde registramos nuestra temperatura 2 veces por dia lo amo mas cuarentenadia1 aislamiento coronavirus;2020-03-19 22:48:43+00:00;Anuncio_1;Buenos Aires, Argentina;
GACHYROJAS;doctora marianalestelle consulto en la oficina donde trabajo obligan a la gente a trabajar con barbijo yo estoy con parte de enfermo pero vuelvo el miercoles que hago me niego no hubo nunca ningun caso ni sospechoso de nada entre los empleados coronavirus;2020-03-19 22:48:04+00:00;Anuncio_1;Buenos Aires, Argentina;
grisabri;cristo del corcovado viste las banderas de los paises afectados por coronavirus;2020-03-19 22:47:51+00:00;Anuncio_1;Buenos Aires, Argentina;
ProfesorMOB;sigo opinandolo coronavirus coronavirusargentina covoid19;2020-03-19 22:47:39+00:00;Anuncio_1;Buenos Aires, Argentina;
GiuraRicardo;si me agarro el coronavirus y me internan espero no sea al lado de un globerto por que si zafo salgo del hospital y voy en cana;2020-03-19 22:46:25+00:00;Anuncio_1;Buenos Aires, Argentina;
Axelolmedook;en minutos por conferencia de prensa alferdez dictara cuarentena obligatoria hasta el 31 de marzo semana proxima no habra bancossolo cajeros y asegurara el abastecimiento de mercaderia y combustible cuarentenatotal coronavirus cuarentenaobligatoria yomequedoencasa;2020-03-19 22:46:12+00:00;Anuncio_1;Buenos Aires, Argentina;
coolapsa;video informacionquecura no compartir todas las noticias que te llegan las fakenews estan a la orden del dia cuarentenatotal en argentina cuidemosnosentretodos coronavirus una pandemiamundial que se combate desde casa compartevideoviral;2020-03-19 22:45:38+00:00;Anuncio_1;Buenos Aires, Argentina;
SamthyRlz;cuantas veces dijeron ya despues del coronavirus voy a hacer tal cosa;2020-03-19 22:45:26+00:00;Anuncio_1;Buenos Aires, Argentina;
mikaallegretto;a mi no me va a matar el coronavirus porq primero me mata la convivencia 15 dias mas con mi familia;2020-03-19 22:43:15+00:00;Anuncio_1;Buenos Aires, Argentina;
LucasBurch_;ojala que toda la gente que se fue a la costa se agarre coronavirus;2020-03-19 22:42:41+00:00;Anuncio_1;Buenos Aires, Argentina;
SerLeal_;lo mas terrible es que podria ser cierto se imaginan al imbecil diciendo coronavirus;2020-03-19 22:40:28+00:00;Anuncio_1;Buenos Aires, Argentina;Positivo
Taladrock1;hola buenas tardes ante la situacion de publico conocimiento y dentro de las medidas que adopto el club para sumarse a la campana de prevencion de la propagacion del coronavirus te recordamos las vias de;2020-03-19 22:38:32+00:00;Anuncio_1;Buenos Aires, Argentina;
CallegariAlbert;en casa hasta nuevo aviso para amenizar la cuarentena y aclarando que cualquier semejanza con la brutalidad imperante en muchos argentinos recomiendo ver pelis tiro sugerencias guerra mundial z doce monos exterminio y el fin de los tiempos coronavirus;2020-03-19 22:36:35+00:00;Anuncio_1;Buenos Aires, Argentina;
maurisabinpazok;jamas pense que luego de hacer las compras iba a lavar con alcohol producto por producto hasta hoy coronavirus cuarentenaobligatoria;2020-03-19 22:35:31+00:00;Anuncio_1;Buenos Aires, Argentina;
Emilia_cevas;todavia no escuche el reconocimiento de gestion que hizo el gobierno de mauriciomacri patobullrich en materia de seguridad y migraciones ya que el gobierno actual tiene las conexiones y equipamiento para hacer los controles por coronavirus;2020-03-19 22:35:27+00:00;Anuncio_1;Buenos Aires, Argentina;
ferbotto;agradecimiento de una empresa a un medico argentino fedebotta1 por su mensaje de compromiso y tranquilidadque lindo enviemos fuerza y coraje por las redes a el y demas medicos y enfermeros que estaran en la batalla contra el coronavirus via youtube;2020-03-19 22:34:24+00:00;Anuncio_1;Buenos Aires, Argentina;
chaeIisastan;bueno coronavirus ya me tenes harta toca de aca;2020-03-19 22:34:02+00:00;Anuncio_1;Buenos Aires, Argentina;
buegaybtvtravel;argentina coronavirus buegay en buenos aires argentina;2020-03-19 22:33:55+00:00;Anuncio_1;Buenos Aires, Argentina;
ConstruccionAR;el festival de distancia social celebracion en linea del trabajo que ha sido cancelado retrasado interrumpido y vale la pena ser visto mas info y coordenadas guiadelaconstruccion eventos festival coronavirus covid19 pandemia;2020-03-19 22:32:37+00:00;Anuncio_1;Buenos Aires, Argentina;
SantillanUCR;mas miserable es no haber tomado las medidas necesarias en caba con respecto al coronavirus esperar a que el presidente de indicaciones en la capital de todos peor aun despues de que riverplate decide no jugar y cerrar las puertas del monumental;2020-03-19 22:31:29+00:00;Anuncio_1;Buenos Aires, Argentina;
vickytigre;es hoy cuarentenatotal cuarentenaobligatoria coronavirus yomequedoencasa noseasgilquedateencasa dia4 pandemiadelcoronavirus;2020-03-19 22:31:06+00:00;Anuncio_1;Buenos Aires, Argentina;
AvellanedaReal;no se si es el lugar la zona el comercio o la verdadera conciencia de los clientes pero el la carniceria de la esquina de 25 de mayo y marconi avellaneda los clientes intentan respetar la distancia y no se agolpan dentro del comercio coronavirus vecino;2020-03-19 22:31:02+00:00;Anuncio_1;Buenos Aires, Argentina;Neutral
DiegoAnderica;es obvio y razonable que pase son miles los que no tienen la posibilidad de hacer home work y no les queda otra que utilizar la fuerza de su cuerpo y de su mente para trabajar coronavirus coronavirusenargentina trensarmiento covid19;2020-03-19 22:30:50+00:00;Anuncio_1;Buenos Aires, Argentina;
NaditaSoy;cuarentenaobligatoria para combatir la estupidez y soberbia de mas de uno que se cree omnipotente frente al coronavirus la estupidez insiste siempre dicho de otro modo eran humanidad no creian en las plagas albert camus la plaga quedateencasapelotudo feinmannena24;2020-03-19 22:30:28+00:00;Anuncio_1;Buenos Aires, Argentina;
JotaPeRosendo;el coronavirus hizo que ee uu declarase la gratuidad de la salud necesitabamos una pandemia sra entender que la salud debe ser gratuita;2020-03-19 22:30:13+00:00;Anuncio_1;Buenos Aires, Argentina;
daicastagnola;desde el ano pasado esperaba estos feriados largos coronavirus y las concha de tu vieja;2020-03-19 22:29:25+00:00;Anuncio_1;Buenos Aires, Argentina;
juanmro;lo sorprendente es que no haya ni un solo salame que salga a discutir la cuarentena cuando los politicos quieren ser serios sorprenden gracias dios coronavirus en la argentina que es la cuarentena obligatoria y que implica;2020-03-19 22:28:34+00:00;Anuncio_1;Buenos Aires, Argentina;
cristianbelloni;pero que hermoso esta el mundo peor que el corona virus es el humano imbecil un virus que no se erradica que muta teniendo hijos que crea otros virus y medios para destruir su habitat y crea guerras de cualquier forma por codicia;2020-03-19 22:27:26+00:00;Anuncio_1;Buenos Aires, Argentina;
cpiaoficial;coronavirus los ingenieros agronomos piden ser exceptuados ante una posible cuarentena es por el rol esencial que tienen en la produccion de alimentos lo solicito la mesa nacional de la ingenieria agronomica vilellafer prensafadia ciafbaoficial;2020-03-19 22:24:39+00:00;Anuncio_1;Buenos Aires, Argentina;
CachoNovillo;vamos todos juntos contra el coronavirus aislarnos es salvarnos seamosresponsables coronavirusargentina marionegri cachonovillo;2020-03-19 22:23:25+00:00;Anuncio_1;Buenos Aires, Argentina;
RolandoTorrecil;para tener en cuenta coronavirus aislamiento total hasta el 31 de marzo evaluan desde cuando regira;2020-03-19 22:22:38+00:00;Anuncio_1;Buenos Aires, Argentina;
Maruxa53;con que autoridad va hablar del coronavirus esa tatuada al pedo;2020-03-19 22:21:50+00:00;Anuncio_1;Buenos Aires, Argentina;
525Hotel;atentos a las medidas tomadas por el gobierno nacional y gobierno de la ciudad de buenos aires 525hotel se adhiere al plan de prevencion contra el covid19 coronavirus por tal motivo suspendemos nuestras actividades y reservas quedateencasa;2020-03-19 22:20:01+00:00;Anuncio_1;Buenos Aires, Argentina;
saabbroo;los de la promo 20 tienen canciones de mierda los viven boludeando y encima con esto del coronavirus seguramente algunos no hallan presentado la campera y capaz ni se van a brc que alguien les tenga un poco de compasion pobrecitos;2020-03-19 22:19:51+00:00;Anuncio_1;Buenos Aires, Argentina;
sansaitam;que dijo mi marido chris evans sobre el coronavirus;2020-03-19 22:17:30+00:00;Anuncio_1;Buenos Aires, Argentina;
RolandoTorrecil;para tener en cuenta coronavirusque se podria hacer y que no en la cuarentena total;2020-03-19 22:16:58+00:00;Anuncio_1;Buenos Aires, Argentina;
CallegariAlbert;mas que una sensacion el convencimiento de que perdimos no dias semanas en la carrera de prevencion por el coronavirus entre un gobierno que subestimo su posible ingreso al pais y una sociedad extremadamente estupida manejable absurda en modos conducta y educacion;2020-03-19 22:16:30+00:00;Anuncio_1;Buenos Aires, Argentina;
JoaquinPL27;se hizo un banquete el coronavirus;2020-03-19 22:15:55+00:00;Anuncio_1;Buenos Aires, Argentina;
santa_roberto;quedate en casa boludono son vacaciones coronavirus;2020-03-19 22:15:13+00:00;Anuncio_1;Buenos Aires, Argentina;
CHAIMA76;deja de hablar pavadas ofelia y preocupate por el coronavirus es increible que ocupes un cargo importante pais generoso;2020-03-19 22:14:41+00:00;Anuncio_1;Buenos Aires, Argentina;
garc_man;te quedo claro quedateencasa coronavirus;2020-03-19 22:11:41+00:00;Anuncio_1;Buenos Aires, Argentina;
PrensaSdoraBlas;por favor quedemonos en casa quedateencasa coronavirus senadorablas;2020-03-19 22:11:37+00:00;Anuncio_1;Buenos Aires, Argentina;
NachoAlvarezC4;tenemos que cuidarnos entre todos para enfrentar el coronavirus tenemos que quedarnos en casa si tenes sintomas compatibles con el coronavirus covid19 comunicate al 08002221002 mas informacion en quedateencasa;2020-03-19 22:10:35+00:00;Anuncio_1;Buenos Aires, Argentina;
chiesa_juan;afip urgente suspension de embargos coronavirus cuarentenaobligatoria yomequedoencasa noseasgilquedateencasa contadoresno afipcomunica;2020-03-19 22:08:28+00:00;Anuncio_1;Buenos Aires, Argentina;
Chezicortez;necesito el nombre de todos los casos de coronavirus en san isidro para alejarme de ellos y sus conocidos va de onda jajajajjaja;2020-03-19 22:07:35+00:00;Anuncio_1;Buenos Aires, Argentina;
alitapaz;efecto coronavirus toleranciacero eldestapeweb;2020-03-19 22:06:44+00:00;Anuncio_1;Buenos Aires, Argentina;
informaticaHIBA;desinfectaste tu celular cuidate del coronavirus tomando todas las precauciones todos somosresponsables de frenar esta pandemia cuales son los habitos que cambiaste para prevenir el covid19;2020-03-19 22:03:07+00:00;Anuncio_1;Buenos Aires, Argentina;
NorbertoFrazze1;el ministerio de salud de la nacion informa sobre el nuevo coronavirus covid19 situacion epidemiologica diagnostico y recomendaciones para ciudadanos repatriados;2020-03-19 22:01:39+00:00;Anuncio_1;Buenos Aires, Argentina;
juancdula;trump insiste en denunciar que el corona virus es un virus con partida de nacimiento chino lo escondieron y cuando salio a la luz publica ya era una bomba de destruccion global;2020-03-19 22:00:01+00:00;Anuncio_1;Buenos Aires, Argentina;
CalcioDePalma;hay varias explicaciones en primer lugar italia contabiliza todos los muertos con coronavirus y no tan solo los por el virus es decir que la mayoria de los muertos es gente muy mayor y con varias patologias previas casi siempre bastante graves otros paises no los cuentan;2020-03-19 21:59:09+00:00;Anuncio_1;Buenos Aires, Argentina;
NadinQac;si no me mata el coronavirus me mata el dengue lpm quilmesmuni fumiguen por favor;2020-03-19 21:58:11+00:00;Anuncio_1;Buenos Aires, Argentina;
FedeOrgam;si tenes coronavirus estas enfermo si sos gay estas sano por que hace 27 anos la organizacion mundial de la salud oms retiro la homosexualidad de su lista de enfermedades mentales besii;2020-03-19 21:58:05+00:00;Anuncio_1;Buenos Aires, Argentina;
VoleyOtrosShop;vamos que podemos es como el voley cada untiene que hacer su parte para que funcione quedemonosencasa coronavirus covid19 argentina Seguinos voleyotrosshop Visitanos;2020-03-19 21:56:07+00:00;Anuncio_1;Buenos Aires, Argentina;
MaaxiBravo;te aviso que si te hablo de nuevo va a see por culpa del coronavirus te lo comento por las dudas;2020-03-19 21:53:45+00:00;Anuncio_1;Buenos Aires, Argentina;
SebasDecker;esto es lo mejor que me ha llegado en toda la cuarentena al coronavirus lo vencemos a lo simeone quedateencasa;2020-03-19 21:52:52+00:00;Anuncio_1;Buenos Aires, Argentina;
MagaliYanira;siento q con esto del coronavirus quiero llorar pedir perdon abrazar a todos yo o sea si yo;2020-03-19 21:52:17+00:00;Anuncio_1;Buenos Aires, Argentina;
CrisPopulista;c5n eldiario aunque tenga una propiedad en la costa no da derecho a trasladar el virus el virus circula asi paso en espana cerraron universidades estudiantes viajaron a sus pueblos con el coronavirus donde no habia llegado seamosresponsables;2020-03-19 21:51:19+00:00;Anuncio_1;Buenos Aires, Argentina;
bruno_sguardo;la gente esta flashando con el tema del corona virus se piensa que son vacaciones haber loco reescatate pedazo de pelotudo;2020-03-19 21:51:11+00:00;Anuncio_1;Buenos Aires, Argentina;
TitoSperanza8;con esto del corona virus me olvide que hace tres semanas grabe pasapalabra ya lo estoy viendo encasa;2020-03-19 21:49:49+00:00;Anuncio_1;Buenos Aires, Argentina;
SilvanaBuz;grupo de sexagenario tomando coffe en bonafide de caballito coronavirus cuarentenatotal telefenoticias comunidadsubte gcba que se hace denunciaciudadana;2020-03-19 21:48:20+00:00;Anuncio_1;Buenos Aires, Argentina;
Luulimarkovics;la ignorancia de la gente de querer andar todos apretados en el tren con este temita del coronavirus;2020-03-19 21:46:43+00:00;Anuncio_1;Buenos Aires, Argentina;
Noctambula7;aqui si no te agarra el coronavirus igual te contaminas con cualquier cosa y si las limpiaban un poquito at estacion leandro n alem linea b;2020-03-19 21:46:14+00:00;Anuncio_1;Buenos Aires, Argentina;
SILVIAP42544034;acompanemos sin descuidarnos no olvidarse que son traicioneros y tienen el cuchillo bajo el poncho cuidemonos del coronavirus y de los peronistas;2020-03-19 21:44:43+00:00;Anuncio_1;Buenos Aires, Argentina;
em2356;a mediados de abril mayo la crisis por el coronavirus se agravara en argentina por lo q estamos viendo hoy y no tenemos respiradores ni medicos q los sepan usar seguimos cobrando sueldos miserables;2020-03-19 21:44:13+00:00;Anuncio_1;Buenos Aires, Argentina;
juampiantonelli;coronavirus la excusa perfecta para posponer cosas;2020-03-19 21:43:11+00:00;Anuncio_1;Buenos Aires, Argentina;
DislateAG;si no usas papel higienico te obligas a limpiarte el culo con la mano eso sirve para luego no tocarte la cara y asi evitar el contagio del coronavirus dislatesalud cuarentenaobligatoria quedateencasapelotudo;2020-03-19 21:41:28+00:00;Anuncio_1;Buenos Aires, Argentina;
NaaraVaitl2;el patron de mi madrina llego de viaje y no respeto la cuarentena y ahora mi madrina esta en cuarentena porque puede ser q tenga coronavirus;2020-03-19 21:39:11+00:00;Anuncio_1;Buenos Aires, Argentina;
MagaliYanira;siento q eso de que al coronavirus lo paramos entre todos es muy dicky del solar y me encanta;2020-03-19 21:38:53+00:00;Anuncio_1;Buenos Aires, Argentina;
ramirezlizi_;yo digo que el corona virus lo implantaron los yankees en china lo dije a conspiracy theory;2020-03-19 21:36:50+00:00;Anuncio_1;Buenos Aires, Argentina;
