username;tweet;fecha;anuncio;ubicacion;fecha_sola;sentimiento
JoaquiButto;un hombre de 33 anos fue autorizado a salir de la carcel en turquia debido al coronavirus pero termino asesinando a golpes a su hija de 9 anos no va a ser el unico yo no quiero presos con domiciliaria y los vivos van y toman las carceles la justicia de argentina es un chiste;2020-04-25 03:31:37+00:00;Anuncio_4;Paraná, Argentina;2020-04-25;
alasentumente;el presidente esta dando cifras de contagiados y fallecidos por coronavirus mientras se caga de risa con el gobernador que es lo gracioso;2020-05-08 23:59:51+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
CcKinneyM;se pico el coronavirus en el amba;2020-05-08 23:58:27+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
VillalbaEd;deja coronavirus no te gastes q nos extinguimos solos;2020-05-08 23:56:04+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
FgQuilmes;en vivo coronavirus covid19 conferencia de prensa del presidente alferdez junto al gobernador de la provincia de buenos aires kicillofok y el jefe de gobierno porteno horacio rodriguez larreta;2020-05-08 23:46:16+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
NicoStone72;comparemos todo chile contagios 25972 muertes 294 argentina contagios 5598 muertes 293 el porcentaje de muertos por cantidad de contagios es muy superior al de chile cuarentena argentina alberto coronavirus coronavirus;2020-05-08 23:45:26+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
INFOCASTELLANA;el fmi reconocio la necesidad de condonar las deudas por el coronavirus;2020-05-08 23:28:13+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
maxirojo76;todo el dia sin internet fibertel cablefibertel asi no se puede trabajar sin peor q el coronavirus;2020-05-08 23:18:39+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
DanielC78072419;estamos de guardia pedir turnos asi cumplimos con todas las medidas de seguridad contra el coronavirus llamar al 01148441444;2020-05-08 23:18:17+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
tincho_ps88;van a flexibilizar oficialmente la cuarentena justo el dia que tuvimos mas casos desde que hay coronavirus en argentinaque pais genial;2020-05-08 23:15:33+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
luugaleano12;me enferma ver el noticiero cada vez mas infectados mas muertes y son menos los recuperados dejen de traumar a la gente hablen de otra cosa ya sabemos y hace mas de 3 meses estamos al tanto del corona virus;2020-05-08 23:09:34+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
federomerofoto;1919 alguna vez viste la salida de la luna yoveovosves supermoon moonlight confinement quarantine covid19 cuarentena coronavirus aislamiento fotoperiodismo photojournalism pandemic;2020-05-08 23:04:30+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
coresponda;a los fernandez les vino como anillo al dedo el corona virus;2020-05-08 22:55:49+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
CammiPaz_;no puedo dejar de cantar la cancion del coronavirus de stefi xipolitakis maldito santi maratea;2020-05-08 22:42:44+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
leon_herbivoro;lo de larreta y capitanich es para juicio politico sino fuese por la horrorosa gestion ya hubiesemos terminado con el coronavirus;2020-05-08 22:42:29+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
francesalas1;infobae coronavirus en la argentina por primera vez hubo mas de 200 infectados en un dia y se reportaron 11 nuevas mu a traves de googlenews;2020-05-08 22:38:31+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
patoeriksson;pero fonzidolores tiene problemitas en comprension no te estan preguntando x darthes yo estoy haciendo mi propia lista de personas a las que el coronavirus les afecto las neuronas a algunas se las destruyo;2020-05-08 22:35:44+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
elianajurina;coronavirus en la argentina por primera vez hubo mas de 200 infectados en un dia y se reportaron 11 nuevas muertes;2020-05-08 22:35:27+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
asenjo88;coronavirus hoy en argentina murieron 11 personas y 240 personas fueron diagnosticadas en las ultimas 24hs el mayor numero de infectados en un dia desde que comenzo la pandemia en total son 293 los fallecidos y 5611 los contagiados desde el inicio del brote;2020-05-08 22:30:55+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
jorgehugohv;hoy 8 de mayo se completo el 4to millon de contagios en todo el mundo por el coronavirus la velocidad de los contagios se ha mantenido identica a la del 3er millon que se completo el 26 de abril fuente worldometer;2020-05-08 22:29:18+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
ArielCASLA33;era una noche especial no me la voy a olvidaaaar q silencioatroz el monumentaaaal que ganas de cancha coronavirus la concha de tu hermana oooooh sanlorenzo;2020-05-08 22:27:05+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
Aguss_Mastra;por primera vez argentina supera los 200 casos en un dia de coronavirus;2020-05-08 22:24:15+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
lucasscrocco;no quiero ser mal pensado pero justo hoy hay record de casos de coronavirus en el pais;2020-05-08 22:19:27+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
federomerofoto;1826ciudad de buenos aires costanera yoveovosves buenosaires confinement quarantine covid19 cuarentena coronavirus aislamiento fotoperiodismo photojournalism pandemic pandemia;2020-05-08 22:12:44+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
Bennrubio;coronavirus espana avanza en el proceso de desescalada coronavirus;2020-05-08 22:09:59+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
flyingboyok;record de infectados 240 nuevos casos y 11 muertes por coronavirus covid19 en argentina coronavirusargentina coronavirusenargentina;2020-05-08 22:09:55+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
mmactas;sabado tempranillo730 el factor mario o sea ingacio zuleta puceiro el pais y el mundo en una conversacion con el capo licenciada tasat coronavirus alimentacion defensas el gran stiletano y porque the last dance es la mejor serie la otra musica nos vemos mcultura;2020-05-08 21:54:29+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
NicoStone72;se puede caer mas bajo claro que si coronavirus yomequedoencasa coronavirusargentina cuarentena;2020-05-08 21:54:05+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
MargaFerro;no soy tu mama pero estoy horrorizada y me parece una falta dr respeto no es por el coronavirus en los actos hacia lo mismo;2020-05-08 21:49:40+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
solmi274;hay coronavirus en el semen mi mama eso porque se viven tocando las bolas jajaja dale mujer un poco de filtro te pido;2020-05-08 21:44:24+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
frandelgadook;te avisan que la cuarentena se extendio 15 dias mas y vos tipo coronavirus en buenos aires argentina;2020-05-08 21:34:31+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
iuorno_jorge;infectados 5371 el 63 es de amba a los que bardean siempre a los portenos ponganse contentos solo digo que importante somos los portenos que hasta el coronavirus nos eligio no va para todos solo para los resentidos y envidiosos de caba los portenos;2020-05-08 21:21:56+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
CecyMaya;coronavirus argentina 5 de mayo casos nuevos 134 total de casos en el pais 5020 nuevos fallecidos 2 fallecidos totales 264 fuente ministerio de salud de la nacion;2020-05-08 20:31:14+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
MALonesome;elchistemalodeldia demuestra que a mi no me enganais cuarentena coronavirus covid19 quedateencasa yomequedoencasa;2020-05-08 19:49:21+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
RealNicoES;te imaginas blackrock a falta de aviones de aerolineas y la fragata libertad embargando las vacunas del coronavirus;2020-05-08 19:44:23+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
graficageo;panel acrilico para proteccion con tu logo ya encargaste el tuyo acrilico panelprotector acrilico covid19 coronavirus contulogo publicidad quedateencasa quedateencasa graficageo en geo;2020-05-08 19:40:05+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
santiagocoarasa;quien tiene la culpa arcionimariano el coronavirus sergiomassa que opina;2020-05-08 19:13:41+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
Charlie5476;coronavirus en la argentina la corte bonaerense prepara un fallo contra la salida masiva de presos;2020-05-08 18:51:21+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
SebaZini;colapso sanitario en rio de janeiro por los contagios coronavirus ese presidente mamma mia;2020-05-08 18:44:30+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
fernandofrega;investigadores de la uba participaran en las pruebas de una vacuna contra el coronavirus infobae;2020-05-08 18:41:46+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
CarlosMaciasAl1;en abril no se fabrico un solo auto burger king cerro 20 locales starbucks 15 musimundo 25 cerraron 300 concesionarias d autos 50 mil empresas presentaron quiebra no le tengan miedo al coronavirus temanle al populismo;2020-05-08 18:31:05+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
uvquilmes;compartimos el registro de los webinars educacion y creatividad en tiempos de coronavirus la experiencia del proyecto el archivo al aula por florencia noya dive daniela zallocco y giyuela;2020-05-08 18:09:15+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
MartaOfelia4;el covid19 es un coronavirus mas es de los normales resfrios bronquitis anginas gripes neumoniases uno mas y se llaman coronavirus el 99de fallecidos han muerto de otras patologias q tenian diabetes hipertension cardiopatias obesidad y se les junto con el covid19;2020-05-08 18:01:26+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
MartaR51;ninguno es todo verso para hacer billetes y decir que estan invirtiendo en coronavirus y se la llevan toda los chorros kkk de este gobierno siniestro ipocritas oportunistas mentirosos atorrantes sinverguenzas;2020-05-08 17:39:44+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
NorbertoFrazze1;esto tambien es soberania argentina ingreso al exclusivo club de 8 paises capaces de producir test serologicos para detectar el coronavirus andrea gamarnik explica el alcance y todos los detalles del gran desarrollo;2020-05-08 17:23:02+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
AyrtonBalmaceda;esparcen el coronavirus;2020-05-08 17:18:13+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
InclusionEdu;tendencias de viaje post coronavirus infografia infographic turismo via alfredovela;2020-05-08 16:39:58+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
gustavoz75;es increible la muerte del trinche no se lo llevo una enfermedad terminal ni el coronavirus lo asesinaron para robarle su bicicleta ojala los agarren y paguen por lo que hicieron pero es dificil eso me duele la conducta de estos seres en nuestra sociedad quedateencasa;2020-05-08 16:13:01+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
todoporviajar;coronavirus el plan para relanzar el turismo luego de la pandemia;2020-05-08 16:09:04+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
anaelenafranco;ojo con el dengue q es peor que el coronavirus en muchos casos se pueden morir;2020-05-08 15:52:22+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
FacundoAriel20;en tres dias me deberia estar yendo de vacaciones a espana pero coronavirus pues claro;2020-05-08 15:47:27+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
MartaOfelia4;y es massi no existiera el covid19igual fallecen que es el numero normal de fallecimientos en invierno por los coronavirus esta cuarentena es inconstitucional innecesaria y seguro se debe a intereses del sistema mumdial para un cambio al un nwo;2020-05-08 15:25:52+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
MartaOfelia4;covid19 existe es un coronavirus y no es mortal como todo coronavirus q va desde resfrio comun a gripes bronquitis anginas hasta neumonias es oportunista y el 99 q han fallecido se debe a otras patologias del aparato respiratorio diabetes cardiopatias etc pno del covid19;2020-05-08 15:19:52+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
tanguille;adivinen quien es la ex funcionaria del gobierno macrista que es inmune al coronavirus ya que en sus venas corre 70 de alcohol y 30 de sangre;2020-05-08 15:15:44+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
IannottiArielOk;inminente anuncio la cuarentena se extenderia hasta el 24 de mayo argentina coronavirus cuarentenaextendida;2020-05-08 15:11:02+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
NicoTrozzo;titular infobae cientifico argentino asegura que el lunes sale la vacuna contra el coronavirus;2020-05-08 15:07:26+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
Diego_Fantini;como se tienen que digitalizar las empresas en este contexto coronavirus conoce todas las soluciones de telecom l fibercorp suscribite a nuestro news trendit;2020-05-08 14:45:32+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
Nazariver15;que mania tiene peronia en compararse contantemente con alemania primero que tenemos menos pobres y ahora que combatimos mejor el coronavirus;2020-05-08 14:44:53+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
Csofianunes;si ustedes creen que el coronavirus nos va a hacer mejor persona vaya y vea un ratico los comentarios de la gente en las publicaciones de instragram de grandes medios como infobae o clarin y vea como retira lo dicho rapidito;2020-05-08 14:35:41+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
AudiconsultingA;las empresas argentinas creen que tardaran entre 6 y 18 meses en salir de la crisis por la pandemia del coronavirus;2020-05-08 14:09:25+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
cesexto;lanatasinfiltro pandemia coronavirus convertida en espectaculo el rostro de cada persona transferida del geriatrico concheto a millones televidentes noteros y medios desaprensivos con la complicidad gubernamental el sufrimiento humano es pan y circo idiotizar gente;2020-05-08 14:07:29+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
Asambleaflores;federicobouzas asi se ve jose bonifacio y carabobo el otono es hermoso pero preocupa esta postal en tiempos de coronavirus y dengue quizas el gcba tenga alguna idea para limpiar las veredas por estos meses en que la gente debe mantener el aislamiento fisico;2020-05-08 13:58:52+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
Asambleaflores;asi se ve jose bonifacio y carabobo el otono es hermoso pero preocupa esta postal en tiempos de coronavirus y dengue quizas el gcba tenga alguna idea para limpiar las veredas por estos meses en que la gente debe mantener el aislamiento fisico;2020-05-08 13:56:55+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
EdgarRacingMai;coronavirus dia 40 mil no puedes abrazar no puedes besar pero puedes hacer sentir que estas;2020-05-08 13:46:59+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
AudiconsultingA;coronavirus america latina siente con fuerza la pandemia supero los 300000 casos via lanacion;2020-05-08 13:38:38+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
l3stat;me dio este resultado ustedes bien calculadora de riesgo covid19 cuales son las probabilidades de contraer coronavirus infobae;2020-05-08 13:18:47+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
ElfutbolQAC;quilmes coronavirus 4 personas fallecidas 1197 casos sospechosos en el distrito 41 casos sospechosos mas que el 75 991 casos descartados 104 casos en estudio 5 nuevos casos confirmados de covid19 total 102 4 fallecidos 13 dados de alta 85 internados;2020-05-08 13:14:29+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
FOPyME;hacemos foco en acceso al atp acuerdos laborales y costos de mayo 4o encuesta impacto coronavirus responde ahora es fundamental la respuesta de cada pyme y profesional independiente compartilo;2020-05-08 13:14:03+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
FCCOArg;federacion de circulos catolicos de obreros se une a las celebraciones por el dia de la virgen de lujan y le pedimos a nuestra madre que proteja a toda la argentina en estos momentos tan dificiles virgendelujan 8mayo 8m2020 coronavirus covid19;2020-05-08 13:11:35+00:00;Anuncio_5;Buenos Aires, Argentina;2020-05-08;
